,title,author,url,category,id
494,The Priapeia,L.C. Smithers,https://sacred-texts.com/cla/priap/index.htm,Classics,priap
495,The Works of Tacitus,Alfred John Church,https://sacred-texts.com/cla/tac/index.htm,Classics,tac
496,Two Orations of the Emperor Julian,Thomas Taylor,https://sacred-texts.com/cla/toj/index.htm,Classics,toj
497,The Royal Museum at Naples,Stanislas Marie César Famin,https://sacred-texts.com/sex/rmn/index.htm,Classics,rmn
498,Decline and Fall of the Roman Empire,Edward Gibbon,https://sacred-texts.com/cla/gibbon/index.htm,Classics,gibbon
499,Bulfinch’s Mythology,Thomas Bulfinch,https://sacred-texts.com/cla/bulf/index.htm,Classics,bulf
500,The Eleusinian and Bacchic Mysteries,Thomas Taylor,https://sacred-texts.com/cla/ebm/index.htm,Classics,ebm
501,"The Heroes, or Greek Fairy Tales for my Children",none provided,https://sacred-texts.com/cla/gft/index.htm,Classics,gft
502,The Sibylline Oracles,Milton S. Terry,https://sacred-texts.com/cla/sib/index.htm,Classics,sib
503,Myths of Crete and Pre-Hellenic Europe,Donald A. Mackenzie,https://sacred-texts.com/cla/moc/index.htm,Classics,moc
504,The Dionysian Artificers,Hippolyto Joseph da Costa,https://sacred-texts.com/cla/dart/index.htm,Classics,dart
505,Ancient Fragments,I. P. Cory,https://sacred-texts.com/cla/af/index.htm,Classics,af
506,Lives of the Greek Heroines,Louisa Menzies,https://sacred-texts.com/wmn/lgh/index.htm,Classics,lgh
507,The Mysteries of Mithra,Franz Cumont,https://sacred-texts.com/cla/mom/index.htm,Classics,mom
508,The Oriental Religions in Roman Paganism,Franz Cumont,https://sacred-texts.com/cla/orrp/index.htm,Classics,orrp
509,Astrology and Religion Among the Greeks and Romans,Franz Cumont,https://sacred-texts.com/astro/argr/index.htm,Classics,o/argr
510,Pagan Regeneration,Harold R. Willoughby,https://sacred-texts.com/cla/pr/index.htm,Classics,pr
511,"Taboo, Magic, Spirits",Eli Edward Burriss,https://sacred-texts.com/cla/tms/index.htm,Classics,tms
512,The Religion of Numa,Jesse Benedict Carter,https://sacred-texts.com/cla/numa/index.htm,Classics,numa
513,The Amazons,Guy Cadogan Rothery,https://sacred-texts.com/wmn/ama/index.htm,Classics,ama
514,Religious Cults Associated with the Amazons,Florence Mary Bennett,https://sacred-texts.com/wmn/rca/index.htm,Classics,rca
515,"Ioläus, An Anthology of Friendship",Edward Carpenter,https://sacred-texts.com/lgbt/iol/index.htm,Classics,/iol
516,Pagan and Christian Creeds,Edward Carpenter,https://sacred-texts.com/cla/pcc/index.htm,Classics,pcc
517,A Problem in Greek Ethics,John Addington Symonds,https://sacred-texts.com/lgbt/pge/index.htm,Classics,/pge
518,Intermediate Types Among Primitive Folk,Edward Carpenter,https://sacred-texts.com/lgbt/itp/index.htm,Classics,/itp
519,Ancient Art and Ritual,Jane Harrison,https://sacred-texts.com/cla/aar/index.htm,Classics,aar
520,Five Stages of Greek Religion,Gilbert Murray,https://sacred-texts.com/cla/fsgr/index.htm,Classics,fsgr
521,Myths of Greece and Rome,Jane Harrison,https://sacred-texts.com/cla/mgr/index.htm,Classics,mgr
522,The Mycenaean Origin of Greek Mythology,Martin P. Nilsson,https://sacred-texts.com/cla/mog/index.htm,Classics,mog
523,Greek Popular Religion,Martin P. Nilsson,https://sacred-texts.com/cla/gpr/index.htm,Classics,gpr
524,Prolegomena to the Study of Greek Religion,Jane Harrison,https://sacred-texts.com/cla/pgr/index.htm,Classics,pgr
525,The World’s Sixteen Crucified Saviors,Kersey Graves,https://sacred-texts.com/bib/cv/wscs/index.htm,Comparative,cv/wscs
526,On the Migration of Fables,Max Muller,https://sacred-texts.com/comp/otmf/index.htm,Comparative,/otmf
527,The Lang Fairy Books,Andrew Lang,https://sacred-texts.com/neu/lfb/index.htm,Comparative,lfb
528,India in Primitive Christianity,Arthur Lillie,https://sacred-texts.com/bud/ipc/index.htm,Comparative,ipc
529,The Myth of the Birth of the Hero,Otto Rank,https://sacred-texts.com/neu/mbh/index.htm,Comparative,mbh
530,"Mysticism, Christian and Buddhist",Daisetz Teitaro Suzuki,https://sacred-texts.com/bud/mcb/index.htm,Comparative,mcb
531,The Confucian Canon in Chinese and English,Confucius,https://sacred-texts.com/cfu/cfu.htm,Confucianism,
532,Confucian Analects (Lun Yü),Confucius,https://sacred-texts.com/cfu/conf1.htm,Confucianism,
533,Mencius,Mencius,https://sacred-texts.com/cfu/menc/index.htm,Confucianism,menc
534,The Great Learning (Ta Hsüeh),Confucius,https://sacred-texts.com/cfu/conf2.htm,Confucianism,
535,The Doctrine Of The Mean (Chung Yung),Confucius,https://sacred-texts.com/cfu/conf3.htm,Confucianism,
536,"Sacred Books of the East, Volume 3",James Legge,https://sacred-texts.com/cfu/sbe03/index.htm,Confucianism,sbe03
537,"Sacred Books of the East, Volume 16",James Legge,https://sacred-texts.com/ich/index.htm,Confucianism,
538,"Sacred Books of the East, Volume 27",James Legge,https://sacred-texts.com/cfu/liki/index.htm,Confucianism,liki
539,"Sacred Books of the East, Volume 28",James Legge,https://sacred-texts.com/cfu/liki2/index.htm,Confucianism,liki2
540,"Sacred Books of the East, Volume 39",James Legge,https://sacred-texts.com/tao/sbe39/index.htm,Confucianism,sbe39
541,"Sacred Books of the East, Volume 40",James Legge,https://sacred-texts.com/tao/sbe40/index.htm,Confucianism,sbe40
542,The Book of Poetry,James Legge,https://sacred-texts.com/cfu/bop/index.htm,Confucianism,bop
543,The Book of Odes,L. Cranmer-Byng,https://sacred-texts.com/cfu/boo/index.htm,Confucianism,boo
544,More Translations from the Chinese,Arthur Waley,https://sacred-texts.com/cfu/mtc/index.htm,Confucianism,mtc
545,The Book of Filial Duty,Ivan Chen,https://sacred-texts.com/cfu/bfd/index.htm,Confucianism,bfd
546,A Feast of Lanterns,L. Cranmer-Byng,https://sacred-texts.com/cfu/fol/index.htm,Confucianism,fol
547,The Ethics of Confucius,Miles Menander Dawson,https://sacred-texts.com/cfu/eoc/index.htm,Confucianism,eoc
548,Confucianism and Its Rivals,Herbert Allen Giles,https://sacred-texts.com/cfu/cair/index.htm,Confucianism,cair
549,The Shundai Zatsuwa (A Japanese Philosopher),Kyuso,https://sacred-texts.com/cfu/sz/index.htm,Confucianism,sz
550,Excerpts from Ssuma Ch’ien,Herbert J. Allen,https://sacred-texts.com/cfu/smc/index.htm,Confucianism,smc
551,Sacred Places in China,Carl F. Kupfer,https://sacred-texts.com/cfu/spc/index.htm,Confucianism,spc
552,Myths and Legends of China,Edward T.C. Werner,https://sacred-texts.com/cfu/mlc/index.htm,Confucianism,mlc
553,The Art of War,Sun Tzu,https://sacred-texts.com/tao/aow/index.htm,Confucianism,aow
554,The Art of War,Sun Tzu,https://sacred-texts.com/cfu/artwar.txt,Confucianism,
555,Feng Shui,Ernest J. Eitel,https://sacred-texts.com/cfu/fs/index.htm,Confucianism,fs
556,Chinese Occultism,Paul Carus,https://sacred-texts.com/cfu/choc/index.htm,Confucianism,choc
557,Chinese Buddhism,Joseph Edkins,https://sacred-texts.com/bud/cbu/index.htm,Confucianism,cbu
558,First 1000 lines of Chromosome One of the Human Genome,none provided,https://sacred-texts.com/dna/hgp011k.htm,DNA,h
559,The Sacred Theory of the Earth,Thomas Burnet,https://sacred-texts.com/earth/ste/index.htm,Earth Mysteries,h/ste
560,Theory of the Earth,James Hutton,https://sacred-texts.com/earth/toe/index.htm,Earth Mysteries,h/toe
561,Paradise Found,William F. Warren,https://sacred-texts.com/earth/pf/index.htm,Earth Mysteries,h/pf
562,The Book of Earths,Edna Kenton,https://sacred-texts.com/earth/boe/index.htm,Earth Mysteries,h/boe
563,Christian Topography,Cosmas Indiopleustes,https://sacred-texts.com/earth/ct/index.htm,Earth Mysteries,h/ct
564,Zetetic Astronomy: Earth Not a Globe,Parallax,https://sacred-texts.com/earth/za/index.htm,Earth Mysteries,h/za
565,Symzonia; Voyage of Discovery,Adam Seaborn,https://sacred-texts.com/earth/sym/index.htm,Earth Mysteries,h/sym
566,Journey to the Center of the Earth,Jules Verne,https://sacred-texts.com/earth/jce/index.htm,Earth Mysteries,h/jce
567,Etidorhpa,John Uri Lloyd,https://sacred-texts.com/earth/eti/index.htm,Earth Mysteries,h/eti
568,The Smoky God,Willis George Emerson,https://sacred-texts.com/earth/smog/index.htm,Earth Mysteries,h/smog
569,The Phantom of the Poles,William Reed,https://sacred-texts.com/earth/potp/index.htm,Earth Mysteries,h/potp
570,At the Earth’s Core,Edgar Rice Burroughs,https://sacred-texts.com/earth/atec/index.htm,Earth Mysteries,h/atec
571,Pellucidar,Edgar Rice Burroughs,https://sacred-texts.com/earth/pell/index.htm,Earth Mysteries,h/pell
572,A Journey to the Earth’s Interior,Marshall B. Gardner,https://sacred-texts.com/earth/jei/index.htm,Earth Mysteries,h/jei
573,The Cellular Cosmogony,Koresh,https://sacred-texts.com/earth/cc/index.htm,Earth Mysteries,h/cc
574,A Miracle in Stone: or The Great Pyramid of Egypt,Joseph A. Seiss,https://sacred-texts.com/earth/ams/index.htm,Earth Mysteries,h/ams
575,The Origin and Significance of the Great Pyramid,C. Staniland Wake,https://sacred-texts.com/earth/osgp/index.htm,Earth Mysteries,h/osgp
576,The House of the Hidden Places,W. Marsham Adams,https://sacred-texts.com/earth/hhp/index.htm,Earth Mysteries,h/hhp
577,"Architecture, Mysticism and Myth",W.R. Lethaby,https://sacred-texts.com/earth/amm/index.htm,Earth Mysteries,h/amm
578,"Stonehenge, A Temple Restor’d to the British Druids",William Stukeley,https://sacred-texts.com/neu/eng/str/index.htm,Earth Mysteries,eng/str
579,Stonehenge and Other British Stone Monuments Astronomically Considered,Norman Lockyer,https://sacred-texts.com/neu/eng/sac/index.htm,Earth Mysteries,eng/sac
580,Mythical Monsters,Charles Gould,https://sacred-texts.com/earth/mm/index.htm,Earth Mysteries,h/mm
581,Lore of the Unicorn,Odell Shepard,https://sacred-texts.com/etc/lou/index.htm,Earth Mysteries,lou
582,Dragons and Dragon Lore,Ernest Ingersoll,https://sacred-texts.com/etc/ddl/index.htm,Earth Mysteries,ddl
583,Tales of the Enchanted Islands of the Atlantic,Thomas Wentworth Higginson,https://sacred-texts.com/earth/teia/index.htm,Earth Mysteries,h/teia
584,Fusang,Charles G. Leland,https://sacred-texts.com/earth/fu/index.htm,Earth Mysteries,h/fu
585,Pale Ink,Henriette Mertz,https://sacred-texts.com/earth/pi/index.htm,Earth Mysteries,h/pi
586,The Norse Discovery of America,Arthur Middleton Reeves,https://sacred-texts.com/neu/nda/index.htm,Earth Mysteries,nda
587,The Voyage of Bran,Meyer Kuno,https://sacred-texts.com/neu/celt/vob/index.htm,Earth Mysteries,celt/vob
588,The Piri Reis map,none provided,https://sacred-texts.com/piri/index.htm,Earth Mysteries,
589,Feng Shui,Ernest J. Eitel,https://sacred-texts.com/cfu/fs/index.htm,Earth Mysteries,fs
590,"Early British Trackways, Moats, Mounds, Camps and Sites",Alfred Watkins,https://sacred-texts.com/neu/eng/ebt/index.htm,Earth Mysteries,eng/ebt
591,"Vril, the Power of the Coming Race",Edward Bulwer-Lytton,https://sacred-texts.com/atl/vril/index.htm,Earth Mysteries,vril
592,"Atlantis, the Antediluvian World",Ignatius Donnelly,https://sacred-texts.com/atl/ataw/index.htm,Earth Mysteries,ataw
593,I Remember Lemuria,Richard S. Shaver,https://sacred-texts.com/ufo/irl/index.htm,Earth Mysteries,irl
594,The Pyramid Texts,Samuel A. B. Mercer,https://sacred-texts.com/egy/pyt/index.htm,Egyptian,pyt
595,Development of Religion and Thought in Ancient Egypt,James Henry Breasted,https://sacred-texts.com/egy/rtae/index.htm,Egyptian,rtae
596,The Egyptian Book of the Dead,E. A. Wallis Budge,https://sacred-texts.com/egy/ebod/index.htm,Egyptian,ebod
597,The Egyptian Heaven and Hell,E. A. Wallis Budge,https://sacred-texts.com/egy/ehh.htm,Egyptian,
598,Vol. I: The Book of the Am-Tuat,none provided,https://sacred-texts.com/egy/bat/index.htm,Egyptian,bat
599,Vol II: The Book of Gates,none provided,https://sacred-texts.com/egy/gate/index.htm,Egyptian,gate
600,Vol III: The Egyptian Heaven and Hell,none provided,https://sacred-texts.com/egy/ehh/index.htm,Egyptian,ehh
601,The Liturgy of Funerary Offerings,E. A. Wallis Budge,https://sacred-texts.com/egy/lfo/index.htm,Egyptian,lfo
602,The Demotic Magical Papyrus of London and Leiden,F.Ll. Griffith,https://sacred-texts.com/egy/dmp/index.htm,Egyptian,dmp
603,Legends of the Gods: The Egyptian Texts,E. A. Wallis Budge,https://sacred-texts.com/egy/leg/index.htm,Egyptian,leg
604,De Iside et Osiride,Plutarch,https://sacred-texts.com/egy/leg/leg29.htm,Egyptian,leg
605,The Burden of Isis,James Teackle Dennis,https://sacred-texts.com/egy/boi/index.htm,Egyptian,boi
606,The Wisdom of the Egyptians,Brian Brown,https://sacred-texts.com/egy/woe/index.htm,Egyptian,woe
607,The Rosetta Stone,E. A. Wallis Budge,https://sacred-texts.com/egy/trs/index.htm,Egyptian,trs
608,The Hieroglyphics of Horapollo,Alexander Turner Cory,https://sacred-texts.com/egy/hh/index.htm,Egyptian,hh
609,Records of the Past,A. H. Sayce,https://sacred-texts.com/ane/rp/index.htm,Egyptian,rp
610,"Tutankhamen: Amenism, Atenism and Egyptian Monotheism",E. A. Wallis Budge,https://sacred-texts.com/egy/tut/index.htm,Egyptian,tut
611,Egyptian Mythology and Egyptian Christianity,Samuel Sharpe,https://sacred-texts.com/egy/emec/index.htm,Egyptian,emec
612,Egyptian Magic,E. A. Wallis Budge,https://sacred-texts.com/egy/ema/index.htm,Egyptian,ema
613,Egyptian Myth and Legend,Donald A. Mackenzie,https://sacred-texts.com/egy/eml/index.htm,Egyptian,eml
614,Ancient Egyptian Legends,Margaret Alice Murray,https://sacred-texts.com/egy/ael/index.htm,Egyptian,ael
615,Legends of Babylonia and Egypt,Leonard W. King,https://sacred-texts.com/ane/beheb.htm,Egyptian,
616,Hero-Myths and Legends of the British Race,Maud Isabel Ebbutt,https://sacred-texts.com/neu/eng/hml/index.htm,England,eng/hml
617,Folk-lore of Shakespeare,none provided,https://sacred-texts.com/sks/flos/index.htm,England,flos
618,The English and Scottish Popular Ballads,Francis James Child,https://sacred-texts.com/neu/eng/child/index.htm,England,eng/child
619,Robin Hood,Paul Creswick,https://sacred-texts.com/neu/eng/rh/index.htm,England,eng/rh
620,A Book of Old English Ballads,George Wharton Edwards,https://sacred-texts.com/neu/eng/boeb/index.htm,England,eng/boeb
621,The Origins of Popular Superstitions and Customs,T. Sharper Knowlson,https://sacred-texts.com/neu/eng/osc/index.htm,England,eng/osc
622,Sports and Pastimes of the People of England,Joseph Strutt,https://sacred-texts.com/neu/eng/spe/index.htm,England,eng/spe
623,Popular Romances of the West of England,Robert Hunt,https://sacred-texts.com/neu/eng/prwe/index.htm,England,eng/prwe
624,English Fairy and Other Folk Tales,Edwin Sidney Hartland,https://sacred-texts.com/neu/eng/efft/index.htm,England,eng/efft
625,English Fairy Tales,Joseph Jacobs,https://sacred-texts.com/neu/eng/eft/index.htm,England,eng/eft
626,More English Fairy Tales,Joseph Jacobs,https://sacred-texts.com/neu/eng/meft/index.htm,England,eng/meft
627,Bede’s Ecclesiastical History of England,Bede,https://sacred-texts.com/chr/bede/index.htm,England,bede
628,Geoffrey of Monmouth,Sebastian Evans,https://sacred-texts.com/neu/eng/gem/index.htm,England,eng/gem
629,The Vita Merlini,Geoffrey of Monmouth,https://sacred-texts.com/neu/eng/vm/index.htm,England,eng/vm
630,The Canterbury Tales and Other Works of Chaucer (Middle English),Geoffrey Chaucer,https://sacred-texts.com/neu/eng/mect/index.htm,England,eng/mect
631,Tales from Chaucer,Geoffrey Chaucer,https://sacred-texts.com/neu/eng/tfc/index.htm,England,eng/tfc
632,Songs of Innocence and of Experience,William Blake,https://sacred-texts.com/neu/eng/sie/index.htm,England,eng/sie
633,The Works of William Morris,none provided,https://sacred-texts.com/neu/morris/index.htm,England,morris
634,The Coming of the Fairies,Arthur Conan Doyle,https://sacred-texts.com/neu/eng/cof/index.htm,England,eng/cof
635,Tales of the Dartmoor Pixies,William Crossing,https://sacred-texts.com/neu/eng/tdp/index.htm,England,eng/tdp
636,"A Peep at the Pixies, or Legends of the West",Anna Eliza Bray,https://sacred-texts.com/neu/eng/ppx/index.htm,England,eng/ppx
637,"Early British Trackways, Moats, Mounds, Camps and Sites",Alfred Watkins,https://sacred-texts.com/neu/eng/ebt/index.htm,England,eng/ebt
638,"Stonehenge, A Temple Restor’d to the British Druids",William Stukeley,https://sacred-texts.com/neu/eng/str/index.htm,England,eng/str
639,Stonehenge and Other British Stone Monuments Astronomically Considered,Norman Lockyer,https://sacred-texts.com/neu/eng/sac/index.htm,England,eng/sac
640,The Complete Corpus of Anglo-Saxon Poetry,none provided,https://sacred-texts.com/neu/ascp/index.htm,England,ascp
641,Beowulf,Francis B. Gummere,https://sacred-texts.com/neu/beo/index.htm,England,beo
642,Beowulf,none provided,https://sacred-texts.com/neu/asbeo.htm,England,
643,The Story of Beowulf,Strafford Riggs,https://sacred-texts.com/neu/eng/tsb/index.htm,England,eng/tsb
644,The Faerie Queene,Edmund Spenser,https://sacred-texts.com/neu/eng/fq/index.htm,England,eng/fq
645,Stories from the Faerie Queene,Mary Macleod,https://sacred-texts.com/neu/eng/sfq/index.htm,England,eng/sfq
646,Monty Python.,none provided,https://sacred-texts.com/neu/mphg/mphg.htm,England,mph
647,Le Morte d’Arthur,Sir Thomas Malory,https://sacred-texts.com/neu/mart/index.htm,England,mart
648,The Mabinogion,Charlotte Guest,https://sacred-texts.com/neu/celt/mab/index.htm,England,celt/mab
649,Cliges,Chretien DeTroyes,https://sacred-texts.com/neu/cliges/cliges.htm,England,cliges/
650,Erec et Enide,Chretien DeTroyes,https://sacred-texts.com/neu/erec/erec.htm,England,ere
651,The High History of the Holy Graal,Chretien DeTroyes,https://sacred-texts.com/neu/graal/index.htm,England,graal
652,The Hidden Church of the Holy Graal,Arthur Edward Waite,https://sacred-texts.com/sro/hchg/index.htm,England,hchg
653,From Ritual To Romance,Jessie L. Weston,https://sacred-texts.com/neu/frr/index.htm,England,frr
654,The Idylls of the King,Alfred Lord Tennyson,https://sacred-texts.com/neu/tennidyl.txt,England,te
655,King Arthur: Tales of the Round Table,Andrew Lang,https://sacred-texts.com/neu/trt/index.htm,England,trt
656,The Champions of the Round Table,Howard Pyle,https://sacred-texts.com/neu/eng/crt/index.htm,England,eng/crt
657,An Arthurian Miscellany,none provided,https://sacred-texts.com/neu/arthur/index.htm,England,arthur
658,The Divine Pymander,Hermes Mercurius Trismegistus,https://sacred-texts.com/eso/pym/index.htm,Esoteric/Occult,pym
659,The Virgin of the World,Hermes Mercurius Trismegistus,https://sacred-texts.com/eso/vow/index.htm,Esoteric/Occult,vow
660,The Isiac Tablet of Cardinal Bembo,W. Wynn Westcott,https://sacred-texts.com/eso/isi/index.htm,Esoteric/Occult,isi
661,The Life and Doctrines of Jacob Boehme,Jacob Boehme,https://sacred-texts.com/eso/ldjb/index.htm,Esoteric/Occult,ldjb
662,The Art of Worldly Wisdom,Balthasar Gracian,https://sacred-texts.com/eso/aww/index.htm,Esoteric/Occult,aww
663,The Chaldæan Oracles of Zoroaster,W. Wynn Westcott,https://sacred-texts.com/eso/coz/index.htm,Esoteric/Occult,coz
664,A Wanderer in the Spirit Lands,Franchezzo,https://sacred-texts.com/eso/wsl/index.htm,Esoteric/Occult,wsl
665,Cosmic Consciousness,Richard Maurice Bucke,https://sacred-texts.com/eso/cc/index.htm,Esoteric/Occult,cc
666,The Science of Breath,Yogi Ramacharaka,https://sacred-texts.com/eso/sob/index.htm,Esoteric/Occult,sob
667,Raja Yoga,Yogi Ramacharaka,https://sacred-texts.com/eso/ryo/index.htm,Esoteric/Occult,ryo
668,The Goal of Life,Hiram Butler,https://sacred-texts.com/eso/goal/index.htm,Esoteric/Occult,goal
669,"Jesus, the Last Great Initiate",Edouard Schuré,https://sacred-texts.com/eso/jlgi/index.htm,Esoteric/Occult,jlgi
670,The Cloud Upon the Sanctuary,Karl Eckartshausen,https://sacred-texts.com/eso/cuts/index.htm,Esoteric/Occult,cuts
671,Theosophy,Rudolf Steiner,https://sacred-texts.com/eso/theo/index.htm,Esoteric/Occult,theo
672,Yoga Lessons for Developing Spiritual Consciousness,A. P. Mukerji,https://sacred-texts.com/eso/dsc/index.htm,Esoteric/Occult,dsc
673,"Numbers, Their Occult Power and Mystic Virtues",W. Wynn Westcott,https://sacred-texts.com/eso/nop/index.htm,Esoteric/Occult,nop
674,The Kybalion,Three Initiates,https://sacred-texts.com/eso/kyb/index.htm,Esoteric/Occult,kyb
675,The Signature of All Things,Jacob Boehme,https://sacred-texts.com/eso/sat/index.htm,Esoteric/Occult,sat
676,The Confessions of Jacob Boehme,Jacob Boehme,https://sacred-texts.com/eso/cjb/index.htm,Esoteric/Occult,cjb
677,The Philosophy of Natural Magic,Heinrich Cornelius Agrippa,https://sacred-texts.com/eso/pnm/index.htm,Esoteric/Occult,pnm
678,Comte de Gabalis,Abbé N. de Montfaucon de Villars,https://sacred-texts.com/eso/cdg/index.htm,Esoteric/Occult,cdg
679,Wisdom of the Ages,Zertoulem,https://sacred-texts.com/eso/wota/index.htm,Esoteric/Occult,wota
680,Hidden Treasures of the Ancient Qabalah,Elias Gewurz,https://sacred-texts.com/eso/htaq/index.htm,Esoteric/Occult,htaq
681,Occult Science in India,Louis Jacolliot,https://sacred-texts.com/eso/osi/index.htm,Esoteric/Occult,osi
682,The Human Atmosphere,Walter J. Kilner,https://sacred-texts.com/eso/tha/index.htm,Esoteric/Occult,tha
683,The Consciousness of the Atom,Alice A. Bailey,https://sacred-texts.com/eso/cota/index.htm,Esoteric/Occult,cota
684,"Initiation, Human and Solar",Alice A. Bailey,https://sacred-texts.com/eso/ihas/index.htm,Esoteric/Occult,ihas
685,Mysteries of the Qabalah,Elias Gewurz,https://sacred-texts.com/eso/moq/index.htm,Esoteric/Occult,moq
686,Paradoxes of the Highest Science,Éliphas Lévi,https://sacred-texts.com/eso/levi/phs/index.htm,Esoteric/Occult,levi/phs
687,Tertium Organum,P.D. Ouspensky,https://sacred-texts.com/eso/to/index.htm,Esoteric/Occult,to
688,The Secret Teachings of All Ages,Manley Palmer Hall,https://sacred-texts.com/eso/sta/index.htm,Esoteric/Occult,sta
689,The Way of Power,Lily Adams Beck,https://sacred-texts.com/eso/twp/index.htm,Esoteric/Occult,twp
690,The Most Holy Trinosophia,Comte de Saint-Germain,https://sacred-texts.com/eso/mht/index.htm,Esoteric/Occult,mht
691,Unveiled Mysteries,Godfré Ray King,https://sacred-texts.com/eso/um/index.htm,Esoteric/Occult,um
692,Mankind United,Arthur Bell,https://sacred-texts.com/eso/mu/index.htm,Esoteric/Occult,mu
693,Tilak of Tibet,Ann Hackett,https://sacred-texts.com/eso/tot/index.htm,Esoteric/Occult,tot
694,Knowledge of the Higher Worlds and Its Attainment,Rudolf Steiner,https://sacred-texts.com/eso/khw/index.htm,Esoteric/Occult,khw
695,Alchemy Index,none provided,https://sacred-texts.com/alc/index.htm,Esoteric/Occult,
696,Americana Index,none provided,https://sacred-texts.com/ame/index.htm,Esoteric/Occult,
697,Atlantis Index,none provided,https://sacred-texts.com/atl/index.htm,Esoteric/Occult,
698,Chaos Magic Archives,none provided,https://sacred-texts.com/eso/chaos/index.htm,Esoteric/Occult,chaos
699,Principia Discordia,Robert Anton Wilson,https://sacred-texts.com/eso/pridisc.htm,Esoteric/Occult,p
700,"The Temporary Autonomous Zone, Ontological Anarchy, Poetic Terrorism",Hakim Bey,https://sacred-texts.com/eso/taz.htm,Esoteric/Occult,
701,online here,none provided,https://www.subgenius.com/bigfist/classic/classic.html,Esoteric/Occult,fist/classic/cl
702,Enochian Magic Archives,none provided,https://sacred-texts.com/eso/enoch/index.htm,Esoteric/Occult,enoch
703,The works of Charles Fort,none provided,https://sacred-texts.com/fort/index.htm,Esoteric/Occult,
704,Freemasonry index,none provided,https://sacred-texts.com/mas/index.htm,Esoteric/Occult,
705,,W. Wynn Westcott,https://sacred-texts.com/eso/index.htm#,Esoteric/Occult,
706,,none provided,https://sacred-texts.com/eso/index.htm#,Esoteric/Occult,
707,An introduction to the Thee Temple ov Psychic Youth (the Greybook),none provided,https://sacred-texts.com/eso/topy/topybook.txt,Esoteric/Occult,topy/to
708,The Vampire Codex,Michelle Belanger,https://sacred-texts.com/goth/vc/index.htm,Esoteric/Occult,/vc
709,The History of the Devil,Paul Carus,https://sacred-texts.com/evil/hod/index.htm,Evil,/hod
710,The Evil Eye,Frederick Thomas Elworthy,https://sacred-texts.com/evil/tee/index.htm,Evil,/tee
711,Devil Worship in France,Arthur Edward Waite,https://sacred-texts.com/evil/dwf/index.htm,Evil,/dwf
712,The Devils of Loudun,Edmund Goldsmid,https://sacred-texts.com/evil/dol/index.htm,Evil,/dol
713,Book of the Damned,Charles Fort,https://sacred-texts.com/fort/damn/index.htm,Fortean,/damn
714,New Lands,Charles Fort,https://sacred-texts.com/fort/land/index.htm,Fortean,/land
715,Lo!,Charles Fort,https://sacred-texts.com/fort/lo/index.htm,Fortean,/lo
716,Wild Talents,Charles Fort,https://sacred-texts.com/fort/wild/index.htm,Fortean,/wild
717,The Dionysian Artificers,Hippolyto Joseph da Costa,https://sacred-texts.com/cla/dart/index.htm,Freemasonry,dart
718,Illustrations of Masonry,William Morgan,https://sacred-texts.com/mas/morgan/index.htm,Freemasonry,morgan
719,Duncan’s Masonic Ritual and Monitor,Malcolm C. Duncan,https://sacred-texts.com/mas/dun/index.htm,Freemasonry,dun
720,General Ahiman Rezon,Daniel Sickels,https://sacred-texts.com/mas/gar/index.htm,Freemasonry,gar
721,Morals and Dogma,Albert Pike,https://sacred-texts.com/mas/md/index.htm,Freemasonry,md
722,Devil Worship in France,A.E. Waite,https://sacred-texts.com/evil/dwf/index.htm,Freemasonry,/dwf
723,The Symbolism of Freemasonry,Albert G. Mackey,https://sacred-texts.com/mas/sof/index.htm,Freemasonry,sof
724,Shibboleth: A Templar Monitor,George Cooper Connor,https://sacred-texts.com/mas/shib/index.htm,Freemasonry,shib
725,The Builders,Joseph Fort Newton,https://sacred-texts.com/mas/bui/index.htm,Freemasonry,bui
726,The Meaning of Masonry,W. L. Wilmshurst,https://sacred-texts.com/mas/mom/index.htm,Freemasonry,mom
727,Symbolical Masonry,H. L. Haywood,https://sacred-texts.com/mas/syma/index.htm,Freemasonry,syma
728,"The Official Monitor of the Grand Lodge of Ancient Free and Accepted Masons, State of Texas",none provided,https://sacred-texts.com/mas/omtx/index.htm,Freemasonry,omtx
729,Fragments of a Faith Forgotten,G.R.S. Mead,https://sacred-texts.com/gno/fff/index.htm,Gnosticism,fff
730,The Gnostics and Their Remains,Charles William King,https://sacred-texts.com/gno/gar/index.htm,Gnosticism,gar
731,Pistis Sophia,G.R.S. Mead,https://sacred-texts.com/chr/ps/index.htm,Gnosticism,ps
732,Early Church Fathers,none provided,https://sacred-texts.com/chr/ecf/index.htm,Gnosticism,ecf
733,"Thrice-Greatest Hermes, Vol. 1",G.R.S. Mead,https://sacred-texts.com/gno/th1/index.htm,Gnosticism,th1
734,"Thrice-Greatest Hermes, Vol. 2",G.R.S. Mead,https://sacred-texts.com/gno/th2/index.htm,Gnosticism,th2
735,"Thrice-Greatest Hermes, Vol. 3",G.R.S. Mead,https://sacred-texts.com/gno/th3/index.htm,Gnosticism,th3
736,The Divine Pymander,Hermes Mercurius Trismegistus,https://sacred-texts.com/eso/pym/index.htm,Gnosticism,pym
737,The Virgin of the World,Hermes Mercurius Trismegistus,https://sacred-texts.com/eso/vow/index.htm,Gnosticism,vow
738,"The Hymn of Jesus, Echoes from the Gnosis",G.R.S. Mead,https://sacred-texts.com/chr/gno/hoj.htm,Gnosticism,g
